Bridge Site,Bridge Survey: Created Date,Bridge Survey: Bridge Survey Name,Origin,Origin - Other,Origin - Admin Code,Destination,Destination - Other,Destination - Admin Code,Home Village,Home Village - Other,Home Village - Admin Code,Crossing Method,Purpose of Travel,Purpose of Travel - Other,Purpose of Travel - Categorized,Travel time,Gender,Approximate Age,Number of seniors traveling,Number of adults,Number of young adults traveling,Number of school aged children,Number of young children,Mode of Transportation,Cargo,Cargo - Other,Notes,Person previously surveyed today,River Conditions,River Photo URL,Weather Conditions,Bridge Survey: ID,home_centroid,destination_centroid,Bridge Name,bridge_coordinates,home_to_bridge_distance,bridge_to_destination_distance,total_distance
Gasasa,02/08/2022,Bridge Survey - 00006225,,,,Other,Nturo,35050105,Gasasa,,35010301,B2P bridge,Buying goods,,Livelihood,90.0,Male,Senior,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZolS,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006218,,,,Other,Nturo,35050105,Gasasa,,35010301,B2P bridge,Buying goods,,Livelihood,60.0,Female,Senior,2.0,,,,,Foot,,,,,River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Temperature is moderate,a3b3Z000001Zokt,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006228,,,,Other,Nturo,35050105,Gasasa,,35010301,B2P bridge,Buying goods,,Livelihood,60.0,Male,Adult,,,1.0,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Zoka,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006227,,,,Other,Nturo,35050105,Gasasa,,35010301,B2P bridge,Selling goods; Buying goods,,Livelihood,30.0,Female,Adult,,,,,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Zolc,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006258,,,,Other,Ruronde,321304,Gasasa,,35010301,B2P bridge,Wage labor,,Livelihood,60.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zoo2,POINT (449839.9295290053 4783994.352262474),POINT (445701.8307554381 4783300.707571725),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,3414.179748952144,4206.77435337757
Gasasa,02/08/2022,Bridge Survey - 00006256,,,,Other,Nturo,35050105,Gasasa,,35010301,B2P bridge,Buying goods,,Livelihood,60.0,Female,Adult,,1.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zons,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006253,,,,Other,Ruronde rutsiro,321304,Gasasa,,35010301,B2P bridge,Farming,,Livelihood,120.0,Female,Young adult,,1.0,,1.0,,Foot,Produce,,All were carriying sweet potatos,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zond,POINT (449839.9295290053 4783994.352262474),POINT (445701.8307554381 4783300.707571725),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,3414.179748952144,4206.77435337757
Gasasa,02/08/2022,Bridge Survey - 00006233,,,,Other,Nturo,35050105,Gasasa,,35010301,B2P bridge,Buying goods,,Livelihood,40.0,Female,Senior,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Cloudy; Temperature is moderate,a3b3Z000001Zom1,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006232,,,,Other,Gasura,35010101,Ruganda,,35080506,B2P bridge,Visiting friends or family,,Visiting family or friends,90.0,Female,Young adult,,2.0,,2.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Cloudy; Temperature is cool,a3b3Z000001Zolw,POINT (447275.58390979946 4797531.69496783),POINT (452571.5801685301 4786077.054776253),Gasasa,POINT (449047.43849299813 4783981.539580765),13665.510589714298,4100.092496973996,17765.603086688294
Gasasa,02/08/2022,Bridge Survey - 00006239,,,,Other,Rukeli,35010304,Ruganda,,35080506,B2P bridge,Farming,,Livelihood,60.0,Male,Adult,,,,1.0,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,All were carriying animal feeds,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZomV,POINT (447275.58390979946 4797531.69496783),POINT (448846.2458154437 4781454.022985123),Gasasa,POINT (449047.43849299813 4783981.539580765),13665.510589714298,2535.511513432283,16201.02210314658
Gasasa,02/08/2022,Bridge Survey - 00006217,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,1.0,,Foot,,,,,River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Temperature is moderate,a3b3Z000001Zoko,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006215,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,2.0,,Foot,,,,,River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny,a3b3Z000001Zoke,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006216,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,Buying goods,,Livelihood,60.0,Male,Young adult,,1.0,,,,Foot,,,,,River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Temperature is moderate,a3b3Z000001Zokj,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006214,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,40.0,Male,School-aged child,,,,1.0,,Foot,,,,,River is very shallow (water is knee-deep or less); River is moving moderately,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Gy3CPQAZ,Sunny; Temperature is moderate,a3b3Z000001ZokZ,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006243,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,35.0,Male,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zomp,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006250,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,30.0,Male,School-aged child,,8.0,,2.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZonO,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006248,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,3.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZonE,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006247,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zon9,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006252,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,5.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZonY,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006259,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,Selling goods; Buying goods,,Livelihood,50.0,Female,Senior,,1.0,,,,Foot,Produce,,All were carriying sweet potatos and cassava.,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZomW,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006249,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,5.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZonJ,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006234,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,60.0,Male,School-aged child,,,,2.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Gy4axQAB,Cloudy; Temperature is moderate,a3b3Z000001Zom6,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006254,,,,Ruganda,,35050105,Gasasa,,35010301,B2P bridge,School,,Education,40.0,Female,School-aged child,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000Gy4dIQAR,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zoni,POINT (449839.9295290053 4783994.352262474),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),792.5946044254262,9127.318246907778,9919.912851333205
Gasasa,02/08/2022,Bridge Survey - 00006222,,,,Ruganda,,35050105,Other,Kivumu,3204,B2P bridge,Farming,,Livelihood,60.0,Female,Senior,,,,,,Foot,Firewood,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZolD,POINT (422498.7930919267 4803193.487830953),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),32770.86401362825,9127.318246907778,41898.18226053603
Gasasa,02/08/2022,Bridge Survey - 00006257,,,,Ruganda,,35050105,Other,Rutovu,351306,B2P bridge,Farming,,Livelihood,120.0,Female,Adult,1.0,,,,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Cloudy; Temperature is moderate,a3b3Z000001Zonx,POINT (449384.64544204343 4787040.30326703),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),3077.2948859179983,9127.318246907778,12204.613132825776
Gasasa,02/08/2022,Bridge Survey - 00006224,,,,Ruganda,,35050105,Other,Kibirira/ Rusumo ,35020604,B2P bridge,Visiting friends or family,,Visiting family or friends,210.0,Male,Adult,,1.0,4.0,,,Foot,Produce; Other,Banana beer,"All of them are carrying cargos (banana beer, irish potatoes, beans) in order to visit the family who has new born.",,River bed is dry; River is very shallow (water is knee-deep or less); River is moving moderately,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZolN,POINT (458332.3558632979 4785221.57167257),POINT (452219.216165194 4792540.030381046),Gasasa,POINT (449047.43849299813 4783981.539580765),9367.35662617794,9127.318246907778,18494.674873085718
Gasasa,02/09/2022,Bridge Survey - 00006309,,,,Gasasa,,35010301,Ruganda,,35050105,B2P bridge,Farming; Other,Collection of animal feeds,Livelihood,60.0,Female,Adult,,,,,,Foot,Other,Animal feeds,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZosT,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006285,,,,Gasasa,,35010301,Other,Rugeshi,35010303,B2P bridge,Wage labor,,Livelihood,60.0,Female,Adult,,2.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zoqc,POINT (448262.69251570606 4782838.202858562),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),1386.7390198646603,792.5946044254262,2179.3336242900864
Gasasa,02/09/2022,Bridge Survey - 00006286,,,,Gasasa,,35010301,Other,Rugeshi,35010303,B2P bridge,Wage labor,,Livelihood,30.0,Male,Adult,,2.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001Zoqh,POINT (448262.69251570606 4782838.202858562),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),1386.7390198646603,792.5946044254262,2179.3336242900864
Gasasa,02/09/2022,Bridge Survey - 00006274,,,,Gasasa,,35010301,Other,Ruronde,32130401,B2P bridge,Wage labor,,Livelihood,120.0,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Zopj,POINT (446768.1383902243 4782849.163237674),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),2545.090399356561,792.5946044254262,3337.6850037819872
Gasasa,02/09/2022,Bridge Survey - 00006289,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zoqw,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006292,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,1.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZorB,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006287,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,6.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zoqm,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006294,,,,Gasasa,,35010301,Other,Rugeshi,35010303,B2P bridge,Wage labor,,Livelihood,40.0,Female,Adult,2.0,3.0,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZorL,POINT (448262.69251570606 4782838.202858562),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),1386.7390198646603,792.5946044254262,2179.3336242900864
Gasasa,02/09/2022,Bridge Survey - 00006290,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,3.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zor1,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006291,,,,Gasasa,,35010301,Other,Rugeshi,35010303,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,3.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zor6,POINT (448262.69251570606 4782838.202858562),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),1386.7390198646603,792.5946044254262,2179.3336242900864
Gasasa,02/09/2022,Bridge Survey - 00006288,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,4.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zoqr,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006301,,,,Gasasa,,35010301,Other,Rugeshi,35010303,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,3.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001Zoru,POINT (448262.69251570606 4782838.202858562),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),1386.7390198646603,792.5946044254262,2179.3336242900864
Gasasa,02/09/2022,Bridge Survey - 00006314,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,6.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Zosx,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006312,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Male,School-aged child,,,,3.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Zosn,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006315,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,2.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Zot2,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006311,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Female,School-aged child,,2.0,,4.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Zosi,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006313,,,,Gasasa,,35010301,Other,GS Ruganda,35050105,B2P bridge,School,,Education,30.0,Female,School-aged child,,,,5.0,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001Zoss,POINT (452219.216165194 4792540.030381046),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),9127.318246907778,792.5946044254262,9919.912851333205
Gasasa,02/09/2022,Bridge Survey - 00006308,,,,Gasasa,,35010301,Other,Rugeshi,35010303,B2P bridge,Visiting friends or family,,Visiting family or friends,30.0,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZosO,POINT (448262.69251570606 4782838.202858562),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),1386.7390198646603,792.5946044254262,2179.3336242900864
Gasasa,02/09/2022,Bridge Survey - 00006268,,,,Gasasa,,35010301,Other,Ruronde,32130401,B2P bridge,Farming,,Livelihood,90.0,Female,,,,,,,,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZopK,POINT (446768.1383902243 4782849.163237674),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),2545.090399356561,792.5946044254262,3337.6850037819872
Gasasa,02/09/2022,Bridge Survey - 00006269,,,,Gasasa,,35010301,Other,Ruronde,32130401,B2P bridge,Farming,,Livelihood,90.0,Female,Adult,,,2.0,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZopL,POINT (446768.1383902243 4782849.163237674),POINT (449839.9295290053 4783994.352262474),Gasasa,POINT (449047.43849299813 4783981.539580765),2545.090399356561,792.5946044254262,3337.6850037819872
